Merchant Name,Merchant ID,Store Name,Store ID,Updated On,Created On,Type,Category,Subcategory,Status,Transaction ID,Linked Transaction ID,Partner transaction ID 1,Partner transaction ID 2,Long Order ID,Short Order ID,Booking ID,Order Channel,Order Type,Payment Method,Receiving account / Source of fund,Terminal ID,Channel,Offer Type,Grab Fee (%),Points Multiplier,Points Issued,Settlement ID,Transfer Date,Amount,Tax on Order Value,Restaurant Packaging Charge,Non-Member Fee,Restaurant Service Charge,Offer,Discount (Merchant-Funded),Delivery Fee Discount (Merchant-Funded),Delivery Charge (Grab Online Store),Delivery Charge (Merchant Delivery),GrabExpress Delivery Service Fee,Net Sales,Net MDR,Tax on MDR,Grab Fee,Marketing success fee,Delivery Commission,Channel Commission,Order commission,GrabFood / GrabMart Other Commission,GrabKitchen Commission,GrabKitchen Other Commission,Withholding Tax,VAT Amount,PIT Amount,Total,Tax on MDR (%),Delivery Commission (%),Channel Commission (%),Order Commission (%),"Tax on GrabFood / GrabMart Commission, Adjustments, Ads",Tax on Total GrabKitchen Commission,Cancellation Reason,Cancelled by,Reason for Refund,Description,Incident group,Incident alias,Customer refund Item,Appeal link,Appeal status
CÔNG TY TNHH DUONG THANH LONG,15df402a-6bd9-415c-8fbe-7121dfcc79ba,Cà Phê Muối Chú Long - Long An,b0f864d5-3009-4bc2-ae1d-ba4912bf79b4,16/10/2025 14:54,16/10/2025 14:32,GrabFood,Payment ,,Transferred,3151518888sp00000000000000000000,,,,460255366-C7TFWGKUJ4KXSE,GF-813,A-8GAQDX7GWXFVAV,GrabFood app & web,,Cash,,,,,,,,SVNQCKNXMR8M,17/10/2025 4:44,44000,0,0,,,,-7500,0,,0,0,36500,,,,0,0,-7166,,0,0,0,0,0,0,29334,,,,,-531,0,,,,,,,,,
CÔNG TY TNHH DUONG THANH LONG,15df402a-6bd9-415c-8fbe-7121dfcc79ba,Cà Phê Muối Chú Long - Long An,b0f864d5-3009-4bc2-ae1d-ba4912bf79b4,16/10/2025 14:15,16/10/2025 13:54,GrabFood,Payment ,,Transferred,3151384292sp00000000000000000000,,,,334029528-C7TFV7XCG26DCN,GF-637,A-8GAMV7XGWPJTAV,GrabFood app & web,,Cash,,,,,,,,SVNQCKNXMR8M,17/10/2025 4:44,29000,0,0,,,,0,0,,0,0,29000,,,,0,0,-5694,,0,0,0,0,0,0,23306,,,,,-422,0,,,,,,,,,
CÔNG TY TNHH DUONG THANH LONG,15df402a-6bd9-415c-8fbe-7121dfcc79ba,Cà Phê Muối Chú Long - Long An,b0f864d5-3009-4bc2-ae1d-ba4912bf79b4,16/10/2025 13:38,16/10/2025 13:38,GrabFood,Advertisement,,Transferred,3151246561sp00000000000000000000,,,,000c5062789e475fb3e14f1d2d9c6bc1,,000c5062789e475fb3e14f1d2d9c6bc1,,,Cash,,,,,,,,SVNQCKNXMR8M,17/10/2025 4:44,-300,,,,,,,,,,,,,,,,,,,,,,,,,-324,,,,,-24,,,,,Đồng Tài Trợ Đa Tầng - Gói Tiêu Chu - 2025-10-15,,,,,
CÔNG TY TNHH DUONG THANH LONG,15df402a-6bd9-415c-8fbe-7121dfcc79ba,Cà Phê Muối Chú Long - Long An,b0f864d5-3009-4bc2-ae1d-ba4912bf79b4,16/10/2025 13:36,16/10/2025 13:36,GrabFood,Advertisement,,Transferred,3151235905sp00000000000000000000,,,,e1e980c54fc8455da72c88547234077f,,e1e980c54fc8455da72c88547234077f,,,Cash,,,,,,,,SVNQCKNXMR8M,17/10/2025 4:44,-10000,,,,,,,,,,,,,,,,,,,,,,,,,-10800,,,,,-800,,,,,Sáng Trưa 0Đ Plus - Gói Tiêu Chuẩn - BDD - 2025-10-15,,,,,
CÔNG TY TNHH DUONG THANH LONG,15df402a-6bd9-415c-8fbe-7121dfcc79ba,Cà Phê Muối Chú Long - Long An,b0f864d5-3009-4bc2-ae1d-ba4912bf79b4,16/10/2025 9:23,16/10/2025 9:08,GrabFood,Payment ,,Transferred,3150381420sp00000000000000000000,,,,444966655-C7TFTBKURXBDJX,GF-847,A-8G9SPP6WWBI7AV,GrabFood app & web,,Cash,,,,,,,,SVNQCKNXMR8M,17/10/2025 4:44,58000,0,0,,,,-7500,0,,0,0,50500,,,,0,0,-9915,,0,0,0,0,0,0,40585,,,,,-734,0,,,,,,,,,
CÔNG TY TNHH DUONG THANH LONG,15df402a-6bd9-415c-8fbe-7121dfcc79ba,Cà Phê Muối Chú Long - Long An,b0f864d5-3009-4bc2-ae1d-ba4912bf79b4,16/10/2025 6:50,16/10/2025 6:08,GrabFood,Payment ,,Transferred,3150209953sp00000000000000000000,,,,331402809-C7TFPF2BAE3GLX,GF-891,A-8G9C8U5WWPJTAV,GrabFood app & web,,Cashless,,,,,,,,SVNQCKNXMR8M,17/10/2025 4:44,29000,0,0,,,,-20000,0,,0,0,9000,,,,0,0,-1767,,0,0,0,0,0,0,7233,,,,,-131,0,,,,,,,,,
CÔNG TY TNHH DUONG THANH LONG,15df402a-6bd9-415c-8fbe-7121dfcc79ba,Cà Phê Muối Chú Long - Bình Phước,292c98de-af75-4573-b80a-6dc844077ea2,16/10/2025 14:35,16/10/2025 14:35,GrabFood,Advertisement,,Transferred,3151462081sp00000000000000000000,,,,a5f5bf23975343cf8cf1fe0300223839,,a5f5bf23975343cf8cf1fe0300223839,,,Cash,,,,,,,,SVN61R5EU7HA,21/10/2025 2:59,-100,,,,,,,,,,,,,,,,,,,,,,,,,-108,,,,,-8,,,,,Đồng Tài Trợ Đa Tầng - Gói Tiêu Chu - 2025-10-15,,,,,
CÔNG TY TNHH DUONG THANH LONG,15df402a-6bd9-415c-8fbe-7121dfcc79ba,Cà Phê Muối Chú Long - Mỹ Tho,cd2e6fdc-d023-4dca-a9b2-07ff4bbeef16,16/10/2025 14:35,16/10/2025 14:35,GrabFood,Advertisement,,Transferred,3151465729sp00000000000000000000,,,,fbe2e96271de44ad94af5a609fa553b0,,fbe2e96271de44ad94af5a609fa553b0,,,Cash,,,,,,,,SVN82V0RDLWN,17/10/2025 4:40,-200,,,,,,,,,,,,,,,,,,,,,,,,,-216,,,,,-16,,,,,Đồng Tài Trợ Đa Tầng - Gói Tiêu Chu - 2025-10-15,,,,,
CÔNG TY TNHH DUONG THANH LONG,15df402a-6bd9-415c-8fbe-7121dfcc79ba,Cà Phê Muối Chú Long - Mỹ Tho,cd2e6fdc-d023-4dca-a9b2-07ff4bbeef16,16/10/2025 9:18,16/10/2025 9:03,GrabFood,Payment ,,Transferred,3150369653sp00000000000000000000,,,,446399747-C7TFTAUEAYVEE6,GF-001,A-8G9SAP3GWKB4AV,GrabFood app & web,,Cashless,,,,,,,,SVN82V0RDLWN,17/10/2025 4:40,58000,0,0,,,,-7500,0,,0,0,50500,,,,0,0,-9915,,0,0,0,0,0,0,40585,,,,,-734,0,,,,,,,,,
CÔNG TY TNHH DUONG THANH LONG,15df402a-6bd9-415c-8fbe-7121dfcc79ba,Cà Phê Muối Chú Long - Mỹ Tho,cd2e6fdc-d023-4dca-a9b2-07ff4bbeef16,16/10/2025 8:22,16/10/2025 8:10,GrabFood,Payment ,,Transferred,3150281926sp00000000000000000000,,,,188469554-C7TFR6CKL351NJ,GF-740,A-8G9NFOAWXDV8AV,GrabFood app & web,,Cashless,,,,,,,,SVN82V0RDLWN,17/10/2025 4:40,54000,0,0,,,,-20000,0,,0,0,34000,,,,0,0,-6676,,0,0,0,0,0,0,27324,,,,,-495,0,,,,,,,,,
CÔNG TY TNHH DUONG THANH LONG,15df402a-6bd9-415c-8fbe-7121dfcc79ba,Cà Phê Muối Chú Long - Bến Tre,f218cd3c-d1dc-40aa-a770-8cbe591a0207,16/10/2025 13:39,16/10/2025 13:39,GrabFood,Advertisement,,Transferred,3151247544sp00000000000000000000,,,,ef8862b6774a4768957b42d084c8bd7b,,ef8862b6774a4768957b42d084c8bd7b,,,Cash,,,,,,,,SVNFVB1YAGRD,17/10/2025 4:43,-700,,,,,,,,,,,,,,,,,,,,,,,,,-756,,,,,-56,,,,,Đồng Tài Trợ Đa Tầng - Gói Tiêu Chu - 2025-10-15,,,,,
CÔNG TY TNHH DUONG THANH LONG,15df402a-6bd9-415c-8fbe-7121dfcc79ba,Cà Phê Muối Chú Long - Bến Tre,f218cd3c-d1dc-40aa-a770-8cbe591a0207,16/10/2025 11:45,16/10/2025 11:27,GrabFood,Payment ,,Transferred,3150796725sp00000000000000000000,,,,415754394-C7TFUCDYJ3NZC6,GF-724,A-8GA9H69WWR4RAV,GrabFood app & web,,Cash,,,,,,,,SVNFVB1YAGRD,17/10/2025 4:43,97000,0,0,,,,-7500,0,,0,0,89500,,,,0,0,-17572,,0,0,0,0,0,0,71928,,,,,-1302,0,,,,,,,,,
CÔNG TY TNHH DUONG THANH LONG,15df402a-6bd9-415c-8fbe-7121dfcc79ba,Cà Phê Muối Chú Long - Bến Tre,f218cd3c-d1dc-40aa-a770-8cbe591a0207,16/10/2025 10:43,16/10/2025 10:35,GrabFood,Payment ,,Transferred,3150550599sp00000000000000000000,,,,301752881-C7TFTY3HDETFSA,GF-091,A-8GA4NFXGW9ALAV,GrabFood app & web,,Cashless,,,,,,,,SVNFVB1YAGRD,17/10/2025 4:43,58000,0,0,,,,-7500,0,,0,0,50500,,,,0,0,-9915,,0,0,0,0,0,0,40585,,,,,-734,0,,,,,,,,,
CÔNG TY TNHH DUONG THANH LONG,15df402a-6bd9-415c-8fbe-7121dfcc79ba,Cà Phê Muối Chú Long - Long Xuyên,f8a1d2c4-1991-46b2-945d-958399251c65,16/10/2025 14:20,16/10/2025 14:20,GrabFood,Advertisement,,Transferred,3151405502sp00000000000000000000,,,,e8d502077ba44f98bb764c27d3f4c22c,,e8d502077ba44f98bb764c27d3f4c22c,,,Cash,,,,,,,,SVNHZOYEMKR2,17/10/2025 4:43,-200,,,,,,,,,,,,,,,,,,,,,,,,,-216,,,,,-16,,,,,Đồng Tài Trợ Đa Tầng - Gói Tiêu Chu - 2025-10-15,,,,,
CÔNG TY TNHH DUONG THANH LONG,15df402a-6bd9-415c-8fbe-7121dfcc79ba,Cà Phê Muối Chú Long - Long Xuyên,f8a1d2c4-1991-46b2-945d-958399251c65,16/10/2025 11:37,16/10/2025 11:12,GrabFood,Payment ,,Transferred,3150758079sp00000000000000000000,,,,313288247-C7TFT8KGTNVYNT,GF-689,A-8GA82SWGWPJTAV,GrabFood app & web,,Cash,,,,,,,,SVNHZOYEMKR2,17/10/2025 4:43,44000,0,0,,,,-7500,0,,0,0,36500,,,,0,0,-7166,,0,0,0,0,0,0,29334,,,,,-531,0,,,,,,,,,
CÔNG TY TNHH DUONG THANH LONG,15df402a-6bd9-415c-8fbe-7121dfcc79ba,Cà Phê Muối Chú Long - Long Xuyên,f8a1d2c4-1991-46b2-945d-958399251c65,16/10/2025 10:57,16/10/2025 10:48,GrabFood,Payment ,,Transferred,3150589932sp00000000000000000000,,,,438632283-C7TFT3EXTBKYJE,GF-751,A-8GA5SUFWW9ALAV,GrabFood app & web,,Cash,,,,,,,,SVNHZOYEMKR2,17/10/2025 4:43,25000,0,0,,,,0,0,,0,0,25000,,,,0,0,-4909,,0,0,0,0,0,0,20091,,,,,-364,0,,,,,,,,,
CÔNG TY TNHH DUONG THANH LONG,15df402a-6bd9-415c-8fbe-7121dfcc79ba,Cà Phê Muối Chú Long - Long Xuyên,f8a1d2c4-1991-46b2-945d-958399251c65,16/10/2025 10:42,16/10/2025 10:23,GrabFood,Payment ,,Transferred,3150547494sp00000000000000000000,,,,438632283-C7TFTXBCV2MKFA,GF-708,A-8GA3L2MGWBTFAV,GrabFood app & web,,Cash,,,,,,,,SVNHZOYEMKR2,17/10/2025 4:43,58000,0,0,,,,-7500,0,,0,0,50500,,,,0,0,-9915,,0,0,0,0,0,0,40585,,,,,-734,0,,,,,,,,,
CÔNG TY TNHH DUONG THANH LONG,15df402a-6bd9-415c-8fbe-7121dfcc79ba,Cà Phê Muối Chú Long - Long Xuyên,f8a1d2c4-1991-46b2-945d-958399251c65,16/10/2025 8:39,16/10/2025 5:39,GrabFood,Payment ,,Transferred,3150305240sp00000000000000000000,,,,25818426-C7TFN8MHL3DXFA,GF-481F,A-8G99K9MGX7DSAV,GrabFood app & web,,Cashless,,,,,,,,SVNHZOYEMKR2,17/10/2025 4:43,58000,0,0,,,,-7500,0,,0,0,50500,,,,0,0,-9915,,0,0,0,0,0,0,40585,,,,,-734,0,,,,,,,,,
CÔNG TY TNHH DUONG THANH LONG,15df402a-6bd9-415c-8fbe-7121dfcc79ba,Cà Phê Muối Chú Long - Kiên Giang,914c7736-aef9-43f4-b84e-3fbed85e8a78,16/10/2025 20:29,16/10/2025 20:10,GrabFood,Payment ,,Transferred,3152360267sp00000000000000000000,,,,289507813-C7TGEAU3TNEUL2,GF-948,A-8GBPCL4WWKB4AV,GrabFood app & web,,Cashless,,,,,,,,SVNMW9ZGCE4M,17/10/2025 4:43,25000,0,0,,,,-12500,0,,0,0,12500,,,,0,0,-2455,,0,0,0,0,0,0,10045,,,,,-182,0,,,,,,,,,
CÔNG TY TNHH DUONG THANH LONG,15df402a-6bd9-415c-8fbe-7121dfcc79ba,Cà Phê Muối Chú Long - Kiên Giang,914c7736-aef9-43f4-b84e-3fbed85e8a78,16/10/2025 18:44,16/10/2025 18:31,GrabFood,Payment ,,Transferred,3152040333sp00000000000000000000,,,,425044984-C7TGCTWCNNBEVT,GF-827,A-8GBG8POWWW86AV,GrabFood app & web,,Cashless,,,,,,,,SVNMW9ZGCE4M,17/10/2025 4:43,25000,0,0,,,,0,0,,0,0,25000,,,,0,0,-4909,,0,0,0,0,0,0,20091,,,,,-364,0,,,,,,,,,
