Merchant Name,Merchant ID,Store Name,Store ID,Updated On,Created On,Type,Category,Subcategory,Status,Transaction ID,Linked Transaction ID,Partner transaction ID 1,Partner transaction ID 2,Long Order ID,Short Order ID,Booking ID,Order Channel,Order Type,Payment Method,Receiving account / Source of fund,Terminal ID,Channel,Offer Type,Grab Fee (%),Points Multiplier,Points Issued,Settlement ID,Transfer Date,Amount,Tax on Order Value,Restaurant Packaging Charge,Non-Member Fee,Restaurant Service Charge,Offer,Discount (Merchant-Funded),Delivery Fee Discount (Merchant-Funded),Delivery Charge (Grab Online Store),Delivery Charge (Merchant Delivery),GrabExpress Delivery Service Fee,Net Sales,Net MDR,Tax on MDR,Grab Fee,Marketing success fee,Delivery Commission,Channel Commission,Order commission,GrabFood / GrabMart Other Commission,GrabKitchen Commission,GrabKitchen Other Commission,Withholding Tax,VAT Amount,PIT Amount,Total,Tax on MDR (%),Delivery Commission (%),Channel Commission (%),Order Commission (%),"Tax on GrabFood / GrabMart Commission, Adjustments, Ads",Tax on Total GrabKitchen Commission,Cancellation Reason,Cancelled by,Reason for Refund,Description,Incident group,Incident alias,Customer refund Item,Appeal link,Appeal status
CÔNG TY TNHH DUONG THANH LONG,15df402a-6bd9-415c-8fbe-7121dfcc79ba,Cà Phê Muối Chú Long - Phan Thiết,678f009e-4d89-4d12-8203-fdb94b4a3ac8,04/10/2025 20:32,04/10/2025 20:21,GrabFood,Payment ,,Transferred,3120658807sp00000000000000000000,,,,356471912-C7NYTTDWVTVBEJ,GF-427,A-8EQCAJRGWU7OAV,GrabFood app & web,,Cash,,,,,,,,SVNG2D1WVHGD,05/10/2025 3:00,25000,0,0,,,,-12500,0,,0,0,12500,,,,0,0,-2455,,0,0,0,0,0,0,10045,,,,,-182,0,,,,,,,,,
CÔNG TY TNHH DUONG THANH LONG,15df402a-6bd9-415c-8fbe-7121dfcc79ba,Cà Phê Muối Chú Long - Phan Thiết,678f009e-4d89-4d12-8203-fdb94b4a3ac8,04/10/2025 20:20,04/10/2025 19:59,GrabFood,Payment ,,Transferred,3120626242sp00000000000000000000,,,,2541423-C7NYTK6XC7MGCN,GF-285,A-8EQAC47GWMT9AV,GrabFood app & web,,Cash,,,,,,,,SVNG2D1WVHGD,05/10/2025 3:00,87000,0,0,,,,-75000,0,,0,0,12000,,,,0,0,-2356,,0,0,0,0,0,0,9644,,,,,-175,0,,,,,,,,,
CÔNG TY TNHH DUONG THANH LONG,15df402a-6bd9-415c-8fbe-7121dfcc79ba,Cà Phê Muối Chú Long - Phan Thiết,678f009e-4d89-4d12-8203-fdb94b4a3ac8,04/10/2025 14:56,04/10/2025 14:34,GrabFood,Payment ,,Transferred,3119810942sp00000000000000000000,,,,270474567-C7NYNNVAAKVXJX,GF-941,A-8EPCHAVGWD3RAV,GrabFood app & web,,Cashless,,,,,,,,SVNG2D1WVHGD,05/10/2025 3:00,87000,0,0,,,,-12500,0,,0,0,74500,,,,0,0,-14628,,0,0,0,0,0,0,59872,,,,,-1084,0,,,,,,,,,
CÔNG TY TNHH DUONG THANH LONG,15df402a-6bd9-415c-8fbe-7121dfcc79ba,Cà Phê Muối Chú Long - Phan Thiết,678f009e-4d89-4d12-8203-fdb94b4a3ac8,04/10/2025 14:16,04/10/2025 13:45,GrabFood,Payment ,,Transferred,3119720294sp00000000000000000000,,,,2541423-C7NYNA3HLGLAEN,GF-991,A-8EP8344GW7MFAV,GrabFood app & web,,Cash,,,,,,,,SVNG2D1WVHGD,05/10/2025 3:00,58000,0,0,,,,-7500,0,,0,0,50500,,,,0,0,-9915,,0,0,0,0,0,0,40585,,,,,-734,0,,,,,,,,,
CÔNG TY TNHH DUONG THANH LONG,15df402a-6bd9-415c-8fbe-7121dfcc79ba,Cà Phê Muối Chú Long - Phan Thiết,678f009e-4d89-4d12-8203-fdb94b4a3ac8,04/10/2025 13:19,04/10/2025 13:19,GrabFood,Advertisement,,Transferred,3119528983sp00000000000000000000,,,,801b13478ddf4a838c8c6cd70ebb82df,,801b13478ddf4a838c8c6cd70ebb82df,,,Cash,,,,,,,,SVNG2D1WVHGD,05/10/2025 3:00,-900,,,,,,,,,,,,,,,,,,,,,,,,,-972,,,,,-72,,,,,Đồng Tài Trợ Đa Tầng - Gói Tiêu Chu - 2025-10-03,,,,,
CÔNG TY TNHH DUONG THANH LONG,15df402a-6bd9-415c-8fbe-7121dfcc79ba,Cà Phê Muối Chú Long - Phan Thiết,678f009e-4d89-4d12-8203-fdb94b4a3ac8,04/10/2025 12:52,04/10/2025 12:52,GrabFood,Advertisement,,Transferred,3119411168sp00000000000000000000,,,,cffa16cabe1c4792aef168cc3b2598a8,,cffa16cabe1c4792aef168cc3b2598a8,,,Cash,,,,,,,,SVNG2D1WVHGD,05/10/2025 3:00,-72000,,,,,,,,,,,,,,,,,,,,,,,,,-77760,,,,,-5760,,,,,Gói Quảng Cáo GrabFood - Gói Nâng Cao - B - 2025-10-03,,,,,
CÔNG TY TNHH DUONG THANH LONG,15df402a-6bd9-415c-8fbe-7121dfcc79ba,Cà Phê Muối Chú Long - Phan Thiết,678f009e-4d89-4d12-8203-fdb94b4a3ac8,04/10/2025 12:01,04/10/2025 11:45,GrabFood,Payment ,,Transferred,3119172501sp00000000000000000000,,,,26526800-C7NYLNLVGFL2VE,GF-345,A-8EOT4OQGX669AV,GrabFood app & web,,Cash,,,,,,,,SVNG2D1WVHGD,05/10/2025 3:00,66000,0,0,,,,0,0,,0,0,66000,,,,0,0,-12959,,0,0,0,0,0,0,53041,,,,,-960,0,,,,,,,,,
CÔNG TY TNHH DUONG THANH LONG,15df402a-6bd9-415c-8fbe-7121dfcc79ba,Cà Phê Muối Chú Long - Phan Thiết,678f009e-4d89-4d12-8203-fdb94b4a3ac8,04/10/2025 12:00,04/10/2025 11:28,GrabFood,Payment ,,Transferred,3119168766sp00000000000000000000,,,,7113012-C7NYLJEHNVJVL2,GF-100,A-8EORGPAGW8P6AV,GrabFood app & web,,Cashless,,,,,,,,SVNG2D1WVHGD,05/10/2025 3:00,54000,0,0,,,,-20000,0,,0,0,34000,,,,0,0,-6676,,0,0,0,0,0,0,27324,,,,,-495,0,,,,,,,,,
CÔNG TY TNHH DUONG THANH LONG,15df402a-6bd9-415c-8fbe-7121dfcc79ba,Cà Phê Muối Chú Long - Phan Thiết,678f009e-4d89-4d12-8203-fdb94b4a3ac8,04/10/2025 10:49,04/10/2025 10:35,GrabFood,Payment ,,Transferred,3118907578sp00000000000000000000,,,,359685908-C7NYKCJACPEEGX,GF-376,A-8EOML4QWW3BJAV,GrabFood app & web,,Cash,,,,,,,,SVNG2D1WVHGD,05/10/2025 3:00,58000,0,0,,,,0,0,,0,0,58000,,,,0,0,-11388,,0,0,0,0,0,0,46612,,,,,-844,0,,,,,,,,,
CÔNG TY TNHH DUONG THANH LONG,15df402a-6bd9-415c-8fbe-7121dfcc79ba,Cà Phê Muối Chú Long - Phan Thiết,678f009e-4d89-4d12-8203-fdb94b4a3ac8,04/10/2025 9:55,04/10/2025 9:44,GrabFood,Payment ,,Transferred,3118782580sp00000000000000000000,,,,6541302-C7NYJZDVNKE3PE,GF-982,A-8EOIXAAWWVECAV,GrabFood app & web,,Cashless,,,,,,,,SVNG2D1WVHGD,05/10/2025 3:00,58000,0,0,,,,-7500,0,,0,0,50500,,,,0,0,-9915,,0,0,0,0,0,0,40585,,,,,-734,0,,,,,,,,,
